created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2026-02-06T09:55:42+00:00,506,11.70,1.46,57.29,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:56:02+00:00,507,11.70,1.32,56.93,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:56:22+00:00,508,11.69,1.31,56.77,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:56:37+00:00,509,11.67,1.06,55.93,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:56:57+00:00,510,11.69,1.54,56.75,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:57:17+00:00,511,11.69,1.90,56.54,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:57:37+00:00,512,11.68,1.08,56.01,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:57:57+00:00,513,11.65,1.83,54.82,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:58:12+00:00,514,11.67,1.77,55.68,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:58:31+00:00,515,11.66,1.15,55.39,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:58:47+00:00,516,11.66,1.87,55.48,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:59:02+00:00,517,11.67,1.96,55.88,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:59:22+00:00,518,11.66,1.35,55.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:59:42+00:00,519,11.61,1.68,52.93,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T09:59:57+00:00,520,11.67,1.94,55.73,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:00:12+00:00,521,11.62,1.30,53.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:00:32+00:00,522,11.64,1.11,54.39,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:00:52+00:00,523,11.65,1.81,54.94,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:01:12+00:00,524,11.64,1.82,54.31,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:01:32+00:00,525,11.63,1.21,53.93,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:01:52+00:00,526,11.62,1.93,53.47,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:02:12+00:00,527,11.64,1.47,54.42,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:02:32+00:00,528,11.63,1.66,53.60,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:02:52+00:00,529,11.63,1.97,53.81,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:03:12+00:00,530,11.63,1.24,53.87,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:03:27+00:00,531,11.60,1.53,52.51,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:03:47+00:00,532,11.64,1.75,54.13,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:04:07+00:00,533,11.63,1.20,53.59,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:04:22+00:00,534,11.63,1.89,53.94,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:04:42+00:00,535,11.60,1.06,52.43,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:05:02+00:00,536,11.62,1.15,53.31,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:05:17+00:00,537,11.59,1.87,51.84,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:05:37+00:00,538,11.63,1.03,53.78,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:05:57+00:00,539,11.63,1.45,53.77,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:06:17+00:00,540,11.58,1.59,51.30,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:06:32+00:00,541,11.60,1.71,52.17,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:06:47+00:00,542,11.60,1.69,52.45,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:07:07+00:00,543,11.59,1.26,51.75,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:07:27+00:00,544,11.57,1.95,50.77,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:07:42+00:00,545,11.58,1.36,51.39,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:08:02+00:00,546,11.57,1.36,50.92,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:08:22+00:00,547,11.57,1.92,51.16,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:08:42+00:00,548,11.57,1.97,50.75,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:08:57+00:00,549,11.56,1.09,50.55,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:09:12+00:00,550,11.57,1.29,50.73,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:09:32+00:00,551,11.56,1.62,50.34,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:09:52+00:00,552,11.56,1.28,50.43,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:10:07+00:00,553,11.56,1.12,50.42,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:10:26+00:00,554,11.57,1.64,50.85,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:10:42+00:00,555,11.56,1.12,50.43,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:10:57+00:00,556,11.56,1.23,50.39,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:11:12+00:00,557,11.58,1.80,51.39,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:11:32+00:00,558,11.56,1.48,50.43,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:11:51+00:00,559,11.56,1.70,50.30,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:12:07+00:00,560,11.55,1.79,50.01,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:12:27+00:00,561,11.53,1.07,49.25,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:12:46+00:00,562,11.54,1.86,49.71,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:13:02+00:00,563,11.53,1.86,49.09,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:13:22+00:00,564,11.54,1.27,49.48,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:13:42+00:00,565,11.54,1.05,49.70,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:13:57+00:00,566,11.53,1.33,48.95,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:14:17+00:00,567,11.53,1.84,49.12,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:14:32+00:00,568,11.51,1.52,48.31,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:14:52+00:00,569,11.52,1.60,48.77,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:15:07+00:00,570,11.51,1.02,48.24,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:15:29+00:00,571,11.53,1.84,48.90,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:15:46+00:00,572,11.54,1.65,49.58,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:16:02+00:00,573,11.55,1.40,49.90,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:16:22+00:00,574,11.55,1.72,50.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:16:42+00:00,575,11.52,1.40,48.52,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:16:57+00:00,576,11.50,1.66,47.56,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:17:14+00:00,577,11.52,1.58,48.52,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:17:33+00:00,578,11.54,1.74,49.52,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:17:53+00:00,579,11.50,1.78,47.60,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:18:13+00:00,580,11.51,1.98,47.95,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:18:28+00:00,581,11.48,1.02,46.63,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:18:44+00:00,582,11.51,1.76,47.87,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:19:04+00:00,583,11.52,1.32,48.70,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:19:24+00:00,584,11.54,1.84,49.76,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:19:39+00:00,585,11.51,1.48,47.98,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:19:56+00:00,586,11.49,1.66,47.36,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:20:13+00:00,587,11.49,1.16,47.31,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:20:33+00:00,588,11.52,1.06,48.35,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:20:48+00:00,589,11.50,1.43,47.41,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:21:04+00:00,590,11.48,1.50,46.78,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:21:19+00:00,591,11.49,1.13,47.23,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:21:38+00:00,592,11.50,1.56,47.54,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:21:54+00:00,593,11.50,1.25,47.47,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:22:13+00:00,594,11.50,1.78,47.50,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:22:33+00:00,595,11.48,1.51,46.44,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:22:48+00:00,596,11.48,1.22,46.43,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:23:04+00:00,597,11.47,1.56,46.13,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:23:19+00:00,598,11.47,1.47,46.17,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:23:38+00:00,599,11.48,1.35,46.60,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:23:54+00:00,600,11.49,1.91,46.94,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:24:14+00:00,601,11.46,1.42,45.77,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:24:33+00:00,602,11.46,1.90,45.76,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:24:48+00:00,603,11.47,1.19,45.96,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:25:04+00:00,604,11.45,1.35,45.38,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:25:24+00:00,605,11.36,1.71,41.05,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:25:43+00:00,606,11.44,1.77,44.95,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:25:58+00:00,607,11.41,1.57,43.21,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:26:14+00:00,608,11.36,1.65,40.88,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:26:33+00:00,609,11.34,1.61,40.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:26:54+00:00,610,11.34,1.37,40.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:27:13+00:00,611,11.35,1.79,40.39,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:27:29+00:00,612,11.35,1.55,40.36,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:27:48+00:00,613,11.34,1.05,40.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:28:08+00:00,614,11.36,1.87,41.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:28:23+00:00,615,11.34,1.23,40.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:28:44+00:00,616,11.34,1.05,40.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:29:04+00:00,617,11.34,1.93,40.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:29:23+00:00,618,11.34,1.85,40.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:29:44+00:00,619,11.34,1.56,40.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:30:03+00:00,620,11.34,1.21,40.09,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:30:19+00:00,621,11.34,1.68,39.99,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:30:38+00:00,622,11.33,1.59,39.73,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:30:54+00:00,623,11.34,1.14,40.02,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:31:13+00:00,624,11.34,1.48,39.91,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:31:29+00:00,625,11.34,1.97,39.97,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:31:48+00:00,626,11.34,1.56,39.83,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:32:08+00:00,627,11.32,1.55,39.21,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:32:23+00:00,628,11.32,1.09,39.19,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:32:43+00:00,629,11.34,1.23,39.85,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:32:58+00:00,630,11.31,1.04,38.53,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:33:18+00:00,631,11.31,1.25,38.45,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:33:39+00:00,632,11.30,1.82,37.87,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:33:58+00:00,633,11.32,1.69,38.81,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:34:18+00:00,634,11.29,1.68,37.77,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:34:38+00:00,635,11.28,1.29,37.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:34:53+00:00,636,11.28,1.12,37.09,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:35:09+00:00,637,11.28,1.21,36.92,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:35:28+00:00,638,11.28,1.96,36.98,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:35:44+00:00,639,11.28,1.70,36.95,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:36:03+00:00,640,11.28,1.54,37.24,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:36:23+00:00,641,11.27,1.40,36.76,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:36:38+00:00,642,11.26,1.51,36.17,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:36:59+00:00,643,11.26,1.36,36.29,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:37:18+00:00,644,11.25,1.28,35.76,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:37:34+00:00,645,11.25,1.11,35.88,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:37:53+00:00,646,11.24,1.21,35.27,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:38:09+00:00,647,11.23,1.67,34.66,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:38:28+00:00,648,11.21,1.17,34.03,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:38:43+00:00,649,11.20,1.70,33.48,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:39:03+00:00,650,11.21,1.74,33.86,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:39:24+00:00,651,11.20,1.33,33.32,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:39:43+00:00,652,11.22,1.51,34.19,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:39:59+00:00,653,11.19,1.31,32.70,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:40:18+00:00,654,11.18,1.77,32.30,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:40:38+00:00,655,11.18,1.09,32.44,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:40:58+00:00,656,11.16,1.20,31.46,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:41:13+00:00,657,11.17,1.42,32.02,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:41:33+00:00,658,11.19,1.20,32.82,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:41:53+00:00,659,11.15,1.93,30.96,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:42:13+00:00,660,11.13,1.42,30.20,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:42:33+00:00,661,11.15,1.29,30.99,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:42:53+00:00,662,11.13,1.16,30.00,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:43:13+00:00,663,11.13,1.05,30.17,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:43:33+00:00,664,11.12,1.91,29.63,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:43:53+00:00,665,11.12,1.46,29.40,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:44:14+00:00,666,11.12,1.08,29.51,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:44:34+00:00,667,11.13,1.72,29.78,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:44:53+00:00,668,11.12,1.63,29.36,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:45:09+00:00,669,11.09,1.16,27.90,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:45:28+00:00,670,11.08,1.23,27.44,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:45:48+00:00,671,11.08,1.56,27.46,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:46:09+00:00,672,11.08,1.28,27.46,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:46:28+00:00,673,11.04,1.60,25.91,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:46:48+00:00,674,11.05,1.94,26.38,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:47:03+00:00,675,11.03,1.65,25.38,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:47:23+00:00,676,11.05,1.65,25.96,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:47:39+00:00,677,11.03,1.82,25.23,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:47:58+00:00,678,10.98,1.93,22.98,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:48:14+00:00,679,11.00,1.01,23.94,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:48:33+00:00,680,11.03,1.02,25.17,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:48:49+00:00,681,11.00,1.06,23.80,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:49:08+00:00,682,11.00,1.16,24.00,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:49:28+00:00,683,10.99,1.96,23.33,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:49:43+00:00,684,11.00,1.79,23.91,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:50:04+00:00,685,10.98,1.04,23.00,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:50:23+00:00,686,10.97,1.51,22.60,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:50:38+00:00,687,10.99,1.14,23.14,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:50:53+00:00,688,10.98,1.73,22.73,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:51:14+00:00,689,10.96,1.52,22.01,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:51:33+00:00,690,10.99,1.70,23.38,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:51:53+00:00,691,10.95,1.48,21.24,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:52:08+00:00,692,10.95,1.44,21.30,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:52:28+00:00,693,10.94,1.07,21.00,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:52:43+00:00,694,10.92,1.63,20.01,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:53:03+00:00,695,10.92,1.61,19.83,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:53:18+00:00,696,10.91,1.92,19.34,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:53:39+00:00,697,10.92,1.61,19.80,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:53:58+00:00,698,10.90,1.16,18.99,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:54:14+00:00,699,10.91,1.70,19.48,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:54:33+00:00,700,10.87,1.84,17.81,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:54:54+00:00,701,10.88,1.71,18.31,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:55:13+00:00,702,10.87,1.92,17.85,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:55:29+00:00,703,10.86,1.05,17.32,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:55:49+00:00,704,10.87,1.99,17.57,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:56:08+00:00,705,10.85,1.17,16.75,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:56:28+00:00,706,10.85,1.53,16.68,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:56:43+00:00,707,10.84,1.59,16.26,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:57:03+00:00,708,10.84,1.43,16.37,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:57:19+00:00,709,10.84,1.96,16.32,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:57:38+00:00,710,10.84,1.44,16.24,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:57:58+00:00,711,10.78,1.60,13.16,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:58:19+00:00,712,10.83,1.66,15.51,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:58:38+00:00,713,10.82,1.29,15.44,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:58:54+00:00,714,10.82,1.37,15.35,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:59:13+00:00,715,10.84,1.68,16.05,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:59:28+00:00,716,10.81,1.95,14.90,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T10:59:44+00:00,717,10.83,1.57,15.61,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:00:05+00:00,718,10.82,1.50,15.00,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:00:23+00:00,719,10.73,1.57,11.10,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:00:44+00:00,720,10.80,1.10,14.28,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:01:03+00:00,721,10.79,1.23,13.59,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:01:23+00:00,722,10.78,1.59,13.36,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:01:43+00:00,723,10.78,1.38,13.27,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:01:58+00:00,724,10.78,1.46,13.56,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:02:19+00:00,725,10.77,1.04,13.01,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:02:38+00:00,726,10.77,1.23,12.99,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:02:58+00:00,727,10.76,1.44,12.30,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:03:18+00:00,728,10.79,1.35,13.95,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:03:33+00:00,729,10.75,1.95,11.98,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:03:53+00:00,730,10.79,1.51,13.62,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:04:13+00:00,731,10.71,1.20,9.83,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:04:28+00:00,732,10.76,1.77,12.24,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:04:48+00:00,733,10.72,1.53,10.47,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:05:03+00:00,734,10.74,1.80,11.32,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:05:19+00:00,735,10.72,1.49,10.52,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:05:38+00:00,736,10.73,1.50,11.03,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:05:59+00:00,737,10.67,1.83,8.32,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:06:18+00:00,738,10.69,1.51,9.00,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:06:33+00:00,739,10.67,1.39,7.87,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:06:53+00:00,740,10.68,1.62,8.45,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:07:08+00:00,741,10.66,1.01,7.58,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:07:23+00:00,742,10.66,1.79,7.41,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:07:43+00:00,743,10.62,1.23,5.81,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:07:59+00:00,744,10.65,1.20,7.04,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:08:18+00:00,745,10.62,1.40,5.73,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:08:38+00:00,746,10.62,1.97,5.52,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:08:54+00:00,747,10.61,1.57,5.05,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:09:13+00:00,748,10.64,1.80,6.55,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:09:28+00:00,749,10.66,1.45,7.78,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:09:48+00:00,750,10.64,1.67,6.64,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:10:03+00:00,751,10.63,1.68,6.15,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:10:23+00:00,752,10.64,1.20,6.44,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:10:38+00:00,753,10.62,1.35,5.92,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:10:58+00:00,754,10.62,1.24,5.90,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:11:18+00:00,755,10.61,1.61,5.11,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:11:38+00:00,756,10.62,1.51,5.69,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:11:58+00:00,757,10.61,1.43,5.07,100.00,0.00,0.00,0.00,0.00,,,,
2026-02-06T11:12:13+00:00,758,10.61,1.96,5.22,100.00,0.00,0.00,0.00,0.00,,,,
